epoch,loss,primary,GAUC,nDCG@5,sec
1,0.5228254303336144,0.5498086214065552,0.5997118949890137,0.4999053478240967,5.2903056144714355
2,0.4395915785006114,0.5672518014907837,0.6232152581214905,0.5112884044647217,5.372912168502808
3,0.4246281779238156,0.5793853402137756,0.6383703947067261,0.5204002857208252,5.184619903564453
4,0.4185456584606852,0.5844541788101196,0.645421028137207,0.5234872698783875,5.412476062774658
5,0.4150494034801211,0.5944706201553345,0.658515214920044,0.530426025390625,5.317500829696655
6,0.4114004739693233,0.5999706983566284,0.6666330099105835,0.5333083868026733,5.413033723831177
7,0.40879444990839275,0.6070575714111328,0.6750985980033875,0.5390165448188782,5.354120492935181
8,0.4067572310566902,0.6108857989311218,0.6803128719329834,0.5414587259292603,5.553575754165649
9,0.4052726862686021,0.618664026260376,0.6904997825622559,0.5468283295631409,5.2806077003479
10,0.4042369433811733,0.6229806542396545,0.6961503624916077,0.5498109459877014,5.312631845474243
11,0.40179650208779744,0.6224966645240784,0.6953021287918091,0.5496912002563477,5.277017831802368
12,0.4002662909882409,0.6243143081665039,0.6973674297332764,0.5512611865997314,5.530846118927002
13,0.3988293528556824,0.6236298084259033,0.6971991062164307,0.5500604510307312,5.282555103302002
14,0.3965934510741915,0.6225264072418213,0.6952970027923584,0.5497558116912842,5.297418594360352
15,0.39706401505640576,0.6248009204864502,0.6980851888656616,0.551516592502594,5.427552223205566
16,0.39357549846172335,0.627055287361145,0.7014299035072327,0.5526806712150574,5.359592914581299
17,0.39239010789564677,0.6283226013183594,0.7035250663757324,0.5531201958656311,5.394892454147339
18,0.3906666840825762,0.6293202638626099,0.704407811164856,0.554232656955719,5.469570636749268
19,0.3887588856475694,0.6263030171394348,0.7002838253974915,0.5523222088813782,5.319210052490234
20,0.3863316323075976,0.628519594669342,0.7032707929611206,0.5537683963775635,5.391707897186279
21,0.3844221421650478,0.6246651411056519,0.6986061334609985,0.55072420835495,5.215937852859497
22,0.3805209560053689,0.6333686709403992,0.7104028463363647,0.5563344955444336,4.9036314487457275
23,0.3757734390241759,0.6259076595306396,0.7005431652069092,0.5512721538543701,4.894914150238037
24,0.37234397317681994,0.6306328773498535,0.7065730094909668,0.5546927452087402,4.854899883270264
25,0.36821114506040303,0.6276723146438599,0.7018699645996094,0.5534747242927551,4.641624689102173
26,0.36366717496088574,0.6291405558586121,0.704041063785553,0.5542400479316711,4.57993745803833
