epoch,loss,primary,GAUC,nDCG@5,sec
1,0.5643752970865794,0.5952038764953613,0.6584299802780151,0.5319777131080627,5.811579465866089
2,0.4392409452370235,0.6005855798721313,0.6661849021911621,0.5349863171577454,5.667914152145386
3,0.42653355172702245,0.6020761728286743,0.6682168841362,0.5359354019165039,5.383956670761108
4,0.421262375158923,0.6029585599899292,0.6691506505012512,0.536766529083252,5.420085430145264
5,0.4197970143386296,0.60322505235672,0.6692081689834595,0.5372419357299805,5.601709365844727
6,0.4167648217507771,0.603215754032135,0.6694864630699158,0.5369450449943542,5.518563270568848
7,0.415648013991969,0.603389322757721,0.6696119904518127,0.5371666550636292,5.081909656524658
8,0.41456072734934946,0.6033781170845032,0.6694434285163879,0.5373128056526184,5.469776630401611
9,0.412476518537317,0.6028050184249878,0.6688697934150696,0.5367401838302612,6.860360145568848
10,0.4122689240745136,0.6036239862442017,0.6699169278144836,0.5373310446739197,6.5800864696502686
11,0.4105541427220617,0.6029569506645203,0.6689870953559875,0.536926805973053,6.718494653701782
12,0.40872533576829095,0.6034814119338989,0.6704248189926147,0.5365380048751831,7.5970025062561035
13,0.4077265413744109,0.6026793122291565,0.668947160243988,0.536411464214325,5.644177436828613
14,0.4063290868486677,0.6032523512840271,0.669488787651062,0.5370159149169922,5.55092716217041
