epoch,loss,primary,GAUC,nDCG@5,sec
1,0.6132962831429073,0.5923784971237183,0.6548061966896057,0.5299508571624756,33.46759247779846
2,0.5134283380849021,0.6012593507766724,0.6670577526092529,0.535460889339447,32.4861216545105
3,0.5009673416614533,0.6029371023178101,0.6689054369926453,0.5369687080383301,32.973355770111084
4,0.49735318741628104,0.6033008098602295,0.6695101261138916,0.5370914936065674,32.11737942695618
5,0.4952462632741247,0.6034474968910217,0.6695079803466797,0.5373870134353638,33.6060848236084
6,0.4935939563172204,0.6034504175186157,0.6695417165756226,0.5373591780662537,45.0823872089386
7,0.4920025627527918,0.6040175557136536,0.6704790592193604,0.5375560522079468,46.33227276802063
8,0.49019675510270255,0.6033406257629395,0.6698664426803589,0.5368148684501648,47.48868465423584
9,0.4878905311226845,0.6019431352615356,0.667946994304657,0.5359392762184143,50.81032347679138
10,0.4841956434505326,0.6000925302505493,0.6654780507087708,0.5347070693969727,53.900972843170166
11,0.47942604763167246,0.5977962017059326,0.6621764302253723,0.5334159135818481,53.19532370567322
