epoch,loss,primary,GAUC,nDCG@5,sec
1,0.7162251615524292,0.5470724105834961,0.5965730547904968,0.49757176637649536,7.558879852294922
2,0.6088148288641658,0.5665632486343384,0.6221436262130737,0.5109829306602478,7.8965370655059814
3,0.5893324277230672,0.582990288734436,0.642806887626648,0.5231736898422241,7.849354028701782
4,0.5810541448422841,0.5940115451812744,0.6581900119781494,0.5298330783843994,7.8199143409729
5,0.5762067091039248,0.6078358888626099,0.6757672429084778,0.5399045348167419,7.894162178039551
6,0.571364692406995,0.6156120300292969,0.6862812042236328,0.5449429154396057,7.890122890472412
7,0.5675334992579051,0.6235266923904419,0.6963120698928833,0.5507412552833557,7.81844425201416
8,0.564538743538516,0.6275548338890076,0.7016178369522095,0.5534918308258057,7.844597101211548
9,0.5615015486308508,0.6327562928199768,0.7083145976066589,0.5571979880332947,7.92948579788208
10,0.5580993453093938,0.636349081993103,0.7128276824951172,0.5598705410957336,7.765850782394409
11,0.5519224028927939,0.635067343711853,0.7114596962928772,0.5586749315261841,7.9033122062683105
12,0.5446526658960752,0.6351116895675659,0.7113589644432068,0.5588643550872803,7.828739881515503
13,0.5359592593567711,0.6325080394744873,0.7081997394561768,0.5568162798881531,7.904868841171265
14,0.5275166441287313,0.6302425265312195,0.705184280872345,0.555300772190094,7.888260126113892
