epoch,loss,primary,GAUC,nDCG@5,sec
1,0.6081670254468918,0.592625617980957,0.6551008820533752,0.5301503539085388,33.249865770339966
2,0.5141283277954374,0.6017969250679016,0.6679635047912598,0.5356303453445435,32.450247049331665
3,0.5019336532269205,0.6029266715049744,0.6691922545433044,0.5366610884666443,32.97732496261597
4,0.4981981383902686,0.6035699844360352,0.6698688864707947,0.5372710227966309,32.32572293281555
5,0.4960373648575374,0.6031278371810913,0.6692925691604614,0.5369630455970764,33.66594862937927
6,0.49449800018753326,0.6023849844932556,0.6680850982666016,0.5366848707199097,45.19186186790466
7,0.4929427943059376,0.6038879156112671,0.6700751185417175,0.5377007126808167,46.29425597190857
8,0.4909488207527569,0.6026139259338379,0.6685903072357178,0.5366374850273132,47.53104829788208
9,0.48845492196934565,0.6028078198432922,0.6686214208602905,0.536994218826294,50.83808732032776
10,0.485155220755509,0.6004745960235596,0.6654942035675049,0.535455048084259,53.922850370407104
11,0.48143434077501296,0.5989949703216553,0.6637767553329468,0.5342131853103638,53.3903284072876
