epoch,loss,primary,GAUC,nDCG@5,sec
1,0.5237289682030678,0.5505924224853516,0.600598156452179,0.500586748123169,5.310635328292847
2,0.4403748727270535,0.569502592086792,0.6263033747673035,0.5127018094062805,5.393080711364746
3,0.4251314505934715,0.5798099040985107,0.6395934820175171,0.5200263857841492,5.314480304718018
4,0.41794331818819047,0.5870466828346252,0.6486099362373352,0.5254834294319153,5.393661737442017
5,0.4151634882603373,0.592531144618988,0.6567871570587158,0.5282751321792603,5.34735369682312
6,0.4108412165726934,0.6045891046524048,0.6719056963920593,0.5372725129127502,5.440324306488037
7,0.40881700622183936,0.609705924987793,0.6787567138671875,0.5406550765037537,5.278742790222168
8,0.4070332033293588,0.6202061772346497,0.6913759708404541,0.5490363836288452,5.577335834503174
9,0.404362268107278,0.6162620782852173,0.6866946816444397,0.5458294153213501,5.371676683425903
10,0.403377970627376,0.6239204406738281,0.6971187591552734,0.5507221221923828,5.330262184143066
11,0.4015502548643521,0.6217137575149536,0.6942009329795837,0.5492265224456787,5.347108364105225
12,0.3991801872849464,0.626298189163208,0.7000290155410767,0.5525674223899841,5.4196367263793945
13,0.3978390680892127,0.630374550819397,0.7058941125869751,0.5548549890518188,5.3715879917144775
14,0.3961950500096594,0.6278012990951538,0.702525794506073,0.5530767440795898,5.335605144500732
15,0.39469307852642876,0.6297804117202759,0.7049261331558228,0.5546346306800842,5.399822235107422
16,0.3931537628173828,0.6320827007293701,0.7080233097076416,0.5561420321464539,5.362444162368774
17,0.39153497282947813,0.6286027431488037,0.7037442326545715,0.5534613132476807,5.431585788726807
18,0.3879701935819217,0.6295865178108215,0.7054744958877563,0.5536985397338867,5.418978691101074
19,0.3855217199240412,0.6305545568466187,0.7066003680229187,0.5545088052749634,5.364765644073486
20,0.3797901728323528,0.6277458667755127,0.7022150754928589,0.5532765984535217,5.354116678237915
