epoch,loss,primary,GAUC,nDCG@5,sec
1,0.6062917364495141,0.5939517021179199,0.6568773984909058,0.5310259461402893,46.701327085494995
2,0.5128708234855107,0.6012343168258667,0.666597306728363,0.5358713865280151,41.483991384506226
3,0.502193597810609,0.603096067905426,0.6691293120384216,0.5370628237724304,33.05121302604675
4,0.4995218536683491,0.6037344336509705,0.6699061989784241,0.5375626683235168,31.151383638381958
5,0.4981235252959388,0.6035893559455872,0.6695749163627625,0.5376037955284119,30.384085655212402
6,0.4971141182950565,0.6038984060287476,0.6701821684837341,0.5376145839691162,29.914289474487305
7,0.49636305762188776,0.604244589805603,0.670634925365448,0.5378542542457581,29.790332078933716
8,0.4955566482884543,0.6043288707733154,0.670744776725769,0.5379129648208618,30.31921148300171
9,0.4949326236333166,0.6038856506347656,0.6703293323516846,0.5374420285224915,29.762656927108765
10,0.4939649971468108,0.603718101978302,0.6700104475021362,0.5374257564544678,30.140671491622925
11,0.49246964220489775,0.6036242842674255,0.6701459288597107,0.5371026396751404,28.989055395126343
12,0.49028486737183163,0.6029039621353149,0.6689707636833191,0.536837100982666,28.53944230079651
