epoch,loss,primary,GAUC,nDCG@5,sec
1,0.6155917963811329,0.5925653576850891,0.6550175547599792,0.530113160610199,4.771814346313477
2,0.5146763861179352,0.6015228033065796,0.6675101518630981,0.5355353951454163,4.769626140594482
3,0.5016491806932858,0.6028839349746704,0.6688924431800842,0.5368754267692566,4.707098484039307
4,0.49795237524168834,0.6033004522323608,0.669738233089447,0.5368626117706299,4.6878697872161865
5,0.49586842081376487,0.6033936738967896,0.6695805788040161,0.5372067093849182,4.749496936798096
6,0.49424394007240025,0.6038047075271606,0.6701818108558655,0.537427544593811,4.947741270065308
7,0.49250381205763133,0.6040726900100708,0.6704908609390259,0.5376545190811157,4.7833757400512695
8,0.48997469139950617,0.6029082536697388,0.6691544651985168,0.5366619825363159,4.729829788208008
9,0.48694914217506136,0.6013240218162537,0.6666340231895447,0.5360140204429626,4.726203441619873
10,0.4836611119764192,0.5984252691268921,0.6630308032035828,0.5338197946548462,4.643115520477295
11,0.4805624152932848,0.5964188575744629,0.660374104976654,0.532463550567627,4.760067462921143
