epoch,loss,primary,GAUC,nDCG@5,sec
1,0.7147632028375354,0.5456507802009583,0.5948961973190308,0.49640536308288574,7.6588263511657715
2,0.6092194585289274,0.5691415071487427,0.6255103349685669,0.5127726197242737,7.870057821273804
3,0.5891788360476494,0.5840482711791992,0.6446657776832581,0.5234307050704956,7.838388919830322
4,0.5797353967598506,0.5969120860099792,0.6607893705368042,0.5330348014831543,7.839338302612305
5,0.5750068149822098,0.6078307628631592,0.6762136816978455,0.5394477844238281,8.048097133636475
6,0.5692858954412596,0.6180846095085144,0.6888042688369751,0.5473649501800537,7.916067838668823
7,0.5663437183839933,0.6222769021987915,0.6948568224906921,0.5496969223022461,7.9450507164001465
8,0.5629977670737676,0.6280628442764282,0.7020862698554993,0.5540393590927124,7.8677897453308105
9,0.5586010292172432,0.6264926195144653,0.6999824643135071,0.5530028343200684,7.9332945346832275
10,0.5548003126893725,0.6332759261131287,0.7095715999603271,0.5569802522659302,7.885270357131958
11,0.5489165317160745,0.6299565434455872,0.7046002745628357,0.5553128123283386,7.974133253097534
12,0.5412978175282478,0.6330424547195435,0.709009051322937,0.5570757985115051,7.981496334075928
13,0.5337912112474441,0.6345178484916687,0.7108808755874634,0.558154821395874,7.984692811965942
14,0.5263123584219388,0.6329978704452515,0.7090997099876404,0.5568960309028625,7.875232934951782
15,0.5199315702063697,0.6327402591705322,0.7083877325057983,0.5570927262306213,7.679858207702637
16,0.5139186979191643,0.6355822086334229,0.712753415107727,0.5584110617637634,7.515393257141113
17,0.5083120767985071,0.6330354809761047,0.7090521454811096,0.5570188164710999,7.565659284591675
18,0.5000819434012685,0.6328096389770508,0.7089468836784363,0.5566723346710205,7.385896682739258
19,0.49322284319571086,0.6311591267585754,0.7065457701683044,0.5557724833488464,6.725175619125366
20,0.4843723217291491,0.6282845735549927,0.7025182247161865,0.554050862789154,6.663879156112671
